Organism;Body Site;Project ID;CDS Count;Contig Count;Contig Locus Min;Contig Locus Max;Contig ASM;Contig CDS;Contig PEP;Contig GBK;Scaffold Count;Scaffold Locus Min;Scaffold Locus Max;Scaffold ASM;Scaffold CDS;Scaffold PEP;Scaffold GBK
Enterococcus faecalis TX1341;Gastrointestinal_tract;47183;6070;64;AECF01000001;AECF01000064;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47183/47183.AECF01000001-AECF01000064.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47183/47183.AECF01000001-AECF01000064.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47183/47183.AECF01000001-AECF01000064.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47183/47183.AECF01000001-AECF01000064.nuc.gbk;38;GL457160;GL457197;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47183/47183.GL457160-GL457197.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47183/47183.GL457160-GL457197.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47183/47183.GL457160-GL457197.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47183/47183.GL457160-GL457197.nuc.gbk
Citrobacter youngae ATCC 29220;Gastrointestinal_tract;28665;10556;49;ABWL02000001;ABWL02000049;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28665/28665.ABWL02000001-ABWL02000049.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28665/28665.ABWL02000001-ABWL02000049.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28665/28665.ABWL02000001-ABWL02000049.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28665/28665.ABWL02000001-ABWL02000049.nuc.gbk;10;GG730299;GG730308;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28665/28665.GG730299-GG730308.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28665/28665.GG730299-GG730308.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28665/28665.GG730299-GG730308.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/28665/28665.GG730299-GG730308.nuc.gbk
[Eubacterium] cylindroides T2-87;Gastrointestinal_tract;45917;1442;;;;;;;;1;FP929041;FP929041;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45917/45917.FP929041.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45917/45917.FP929041.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45917/45917.FP929041.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/45917/45917.FP929041.nuc.gbk
Fusobacterium periodonticum 1_1_41FAA;Gastrointestinal_tract;32469;2325;80;ADGG01000001;ADGG01000080;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32469/32469.ADGG01000001-ADGG01000080.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32469/32469.ADGG01000001-ADGG01000080.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32469/32469.ADGG01000001-ADGG01000080.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32469/32469.ADGG01000001-ADGG01000080.nuc.gbk;31;GG770374;GG770404;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32469/32469.GG770374-GG770404.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32469/32469.GG770374-GG770404.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32469/32469.GG770374-GG770404.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32469/32469.GG770374-GG770404.nuc.gbk
Citrobacter sp. 30_2;Gastrointestinal_tract;32453;9366;30;ACDJ02000001;ACDJ02000030;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32453/32453.ACDJ02000001-ACDJ02000030.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32453/32453.ACDJ02000001-ACDJ02000030.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32453/32453.ACDJ02000001-ACDJ02000030.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32453/32453.ACDJ02000001-ACDJ02000030.nuc.gbk;9;KI391984;KI391992;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32453/32453.KI391984-KI391992.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32453/32453.KI391984-KI391992.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32453/32453.KI391984-KI391992.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32453/32453.KI391984-KI391992.nuc.gbk
Bacteroides sp. D2;Gastrointestinal_tract;32449;10400;69;ACGA02000001;ACGA02000069;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32449/32449.ACGA02000001-ACGA02000069.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32449/32449.ACGA02000001-ACGA02000069.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32449/32449.ACGA02000001-ACGA02000069.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32449/32449.ACGA02000001-ACGA02000069.nuc.gbk;12;JH636016;JH636027;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32449/32449.JH636016-JH636027.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32449/32449.JH636016-JH636027.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32449/32449.JH636016-JH636027.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32449/32449.JH636016-JH636027.nuc.gbk
Escherichia coli MS 196-1;Gastrointestinal_tract;47271;11172;785;ADUD01000001;ADUD01000785;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47271/47271.ADUD01000001-ADUD01000785.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47271/47271.ADUD01000001-ADUD01000785.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47271/47271.ADUD01000001-ADUD01000785.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47271/47271.ADUD01000001-ADUD01000785.nuc.gbk;311;GG773880;GG774190;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47271/47271.GG773880-GG774190.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47271/47271.GG773880-GG774190.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47271/47271.GG773880-GG774190.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/47271/47271.GG773880-GG774190.nuc.gbk
Intestinibacter bartlettii DSM 16795;Gastrointestinal_tract;19661;5574;22;ABEZ02000001;ABEZ02000022;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19661/19661.ABEZ02000001-ABEZ02000022.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19661/19661.ABEZ02000001-ABEZ02000022.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19661/19661.ABEZ02000001-ABEZ02000022.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19661/19661.ABEZ02000001-ABEZ02000022.nuc.gbk;18;DS499552;DS499569;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19661/19661.DS499552-DS499569.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19661/19661.DS499552-DS499569.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19661/19661.DS499552-DS499569.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19661/19661.DS499552-DS499569.nuc.gbk
Helicobacter pylori GAM249T;Gastrointestinal_tract;89247;3320;82;APDN01000001;APDN01000082;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89247/89247.APDN01000001-APDN01000082.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89247/89247.APDN01000001-APDN01000082.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89247/89247.APDN01000001-APDN01000082.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89247/89247.APDN01000001-APDN01000082.nuc.gbk;40;KB636061;KB636100;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89247/89247.KB636061-KB636100.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89247/89247.KB636061-KB636100.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89247/89247.KB636061-KB636100.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89247/89247.KB636061-KB636100.nuc.gbk
Cedecea davisae DSM 4568;Gastrointestinal_tract;30753;9610;45;ATDT01000001;ATDT01000045;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30753/30753.ATDT01000001-ATDT01000045.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30753/30753.ATDT01000001-ATDT01000045.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30753/30753.ATDT01000001-ATDT01000045.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30753/30753.ATDT01000001-ATDT01000045.nuc.gbk;4;KE161030;KE161033;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30753/30753.KE161030-KE161033.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30753/30753.KE161030-KE161033.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30753/30753.KE161030-KE161033.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30753/30753.KE161030-KE161033.nuc.gbk
Acidaminococcus sp. D21;Gastrointestinal_tract;34117;2005;79;ACGB01000001;ACGB01000079;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34117/34117.ACGB01000001-ACGB01000079.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34117/34117.ACGB01000001-ACGB01000079.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34117/34117.ACGB01000001-ACGB01000079.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/34117/34117.ACGB01000001-ACGB01000079.nuc.gbk;;;;;;;
Clostridium sp. HGF2;Gastrointestinal_tract;54027;4201;60;AENW01000001;AENW01000060;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/54027/54027.AENW01000001-AENW01000060.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/54027/54027.AENW01000001-AENW01000060.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/54027/54027.AENW01000001-AENW01000060.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/54027/54027.AENW01000001-AENW01000060.nuc.gbk;;;;;;;
Burkholderiales bacterium 1_1_47;Gastrointestinal_tract;41965;2377;96;ADCQ01000001;ADCQ01000096;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41965/41965.ADCQ01000001-ADCQ01000096.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41965/41965.ADCQ01000001-ADCQ01000096.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41965/41965.ADCQ01000001-ADCQ01000096.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41965/41965.ADCQ01000001-ADCQ01000096.nuc.gbk;37;GL383992;GL384028;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41965/41965.GL383992-GL384028.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41965/41965.GL383992-GL384028.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41965/41965.GL383992-GL384028.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41965/41965.GL383992-GL384028.nuc.gbk
Turicibacter sp. HGF1;Gastrointestinal_tract;59523;2815;142;AEXQ01000001;AEXQ01000142;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/59523/59523.AEXQ01000001-AEXQ01000142.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/59523/59523.AEXQ01000001-AEXQ01000142.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/59523/59523.AEXQ01000001-AEXQ01000142.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/59523/59523.AEXQ01000001-AEXQ01000142.nuc.gbk;;;;;;;
Escherichia coli 4_1_47FAA;Gastrointestinal_tract;39385;10612;109;ACTQ01000001;ACTQ01000109;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39385/39385.ACTQ01000001-ACTQ01000109.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39385/39385.ACTQ01000001-ACTQ01000109.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39385/39385.ACTQ01000001-ACTQ01000109.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39385/39385.ACTQ01000001-ACTQ01000109.nuc.gbk;43;JH594553;JH594595;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39385/39385.JH594553-JH594595.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39385/39385.JH594553-JH594595.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39385/39385.JH594553-JH594595.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/39385/39385.JH594553-JH594595.nuc.gbk
Streptococcus sp. HPH0090;Gastrointestinal_tract;169485;3320;14;ATCD01000001;ATCD01000014;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169485/169485.ATCD01000001-ATCD01000014.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169485/169485.ATCD01000001-ATCD01000014.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169485/169485.ATCD01000001-ATCD01000014.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169485/169485.ATCD01000001-ATCD01000014.nuc.gbk;4;KE150464;KE150467;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169485/169485.KE150464-KE150467.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169485/169485.KE150464-KE150467.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169485/169485.KE150464-KE150467.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169485/169485.KE150464-KE150467.nuc.gbk
Eggerthella sp. 1_3_56FAA;Gastrointestinal_tract;40023;5872;159;ACWN01000001;ACWN01000159;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40023/40023.ACWN01000001-ACWN01000159.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40023/40023.ACWN01000001-ACWN01000159.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40023/40023.ACWN01000001-ACWN01000159.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40023/40023.ACWN01000001-ACWN01000159.nuc.gbk;28;GL622579;GL622606;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40023/40023.GL622579-GL622606.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40023/40023.GL622579-GL622606.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40023/40023.GL622579-GL622606.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40023/40023.GL622579-GL622606.nuc.gbk
Bacteroides cellulosilyticus DSM 14838;Gastrointestinal_tract;30027;11438;525;ACCH01000001;ACCH01000525;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30027/30027.ACCH01000001-ACCH01000525.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30027/30027.ACCH01000001-ACCH01000525.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30027/30027.ACCH01000001-ACCH01000525.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30027/30027.ACCH01000001-ACCH01000525.nuc.gbk;66;EQ973486;EQ973551;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30027/30027.EQ973486-EQ973551.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30027/30027.EQ973486-EQ973551.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30027/30027.EQ973486-EQ973551.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/30027/30027.EQ973486-EQ973551.nuc.gbk
Fusobacterium gonidiaformans 3-1-5R;Gastrointestinal_tract;32477;1890;99;ACDD01000001;ACDD01000099;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32477/32477.ACDD01000001-ACDD01000099.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32477/32477.ACDD01000001-ACDD01000099.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32477/32477.ACDD01000001-ACDD01000099.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32477/32477.ACDD01000001-ACDD01000099.nuc.gbk;28;GG657971;GG657998;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32477/32477.GG657971-GG657998.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32477/32477.GG657971-GG657998.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32477/32477.GG657971-GG657998.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32477/32477.GG657971-GG657998.nuc.gbk
Bacteroides eggerthii 1_2_48FAA;Gastrointestinal_tract;40009;7724;85;ACWG01000001;ACWG01000085;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40009/40009.ACWG01000001-ACWG01000085.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40009/40009.ACWG01000001-ACWG01000085.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40009/40009.ACWG01000001-ACWG01000085.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40009/40009.ACWG01000001-ACWG01000085.nuc.gbk;41;GL622538;GL622578;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40009/40009.GL622538-GL622578.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40009/40009.GL622538-GL622578.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40009/40009.GL622538-GL622578.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/40009/40009.GL622538-GL622578.nuc.gbk
